AD,ED,County,Candidate,Tally
55,052,Kings,Zohran Kwame Mamdani,324
55,053,Kings,Andrew M. Cuomo,140
55,053,Kings,Curtis A. Sliwa,10
55,053,Kings,Eric L. Adams,3
55,053,Kings,Irene Estrada,2
55,053,Kings,Jim Walden,1
55,053,Kings,Joseph Hernandez,0
55,053,Kings,Zohran Kwame Mamdani,374
55,054,Kings,Andrew M. Cuomo,22
55,054,Kings,Curtis A. Sliwa,1
55,054,Kings,Eric L. Adams,0
55,054,Kings,Irene Estrada,0
55,054,Kings,Jim Walden,0
55,054,Kings,Joseph Hernandez,0
55,054,Kings,Zohran Kwame Mamdani,75
55,055,Kings,Andrew M. Cuomo,104
55,055,Kings,Curtis A. Sliwa,12
55,055,Kings,Eric L. Adams,3
55,055,Kings,Irene Estrada,0
55,055,Kings,Jim Walden,0
55,055,Kings,Joseph Hernandez,0
55,055,Kings,Zohran Kwame Mamdani,184
55,056,Kings,Andrew M. Cuomo,147
55,056,Kings,Curtis A. Sliwa,10
55,056,Kings,Eric L. Adams,5
55,056,Kings,Irene Estrada,0
55,056,Kings,Jim Walden,1
55,056,Kings,Joseph Hernandez,0
55,056,Kings,Zohran Kwame Mamdani,303
55,057,Kings,Andrew M. Cuomo,131
55,057,Kings,Curtis A. Sliwa,6
55,057,Kings,Eric L. Adams,5
55,057,Kings,Irene Estrada,1
55,057,Kings,Jim Walden,0
55,057,Kings,Joseph Hernandez,1
55,057,Kings,Zohran Kwame Mamdani,314
55,058,Kings,Andrew M. Cuomo,0
55,058,Kings,Curtis A. Sliwa,1
55,058,Kings,Eric L. Adams,0
55,058,Kings,Irene Estrada,0
55,058,Kings,Jim Walden,0
55,058,Kings,Joseph Hernandez,0
55,058,Kings,Zohran Kwame Mamdani,0
55,059,Kings,Andrew M. Cuomo,118
55,059,Kings,Curtis A. Sliwa,4
55,059,Kings,Eric L. Adams,4
55,059,Kings,Irene Estrada,1
55,059,Kings,Jim Walden,0
55,059,Kings,Joseph Hernandez,0
55,059,Kings,Zohran Kwame Mamdani,300
55,060,Kings,Andrew M. Cuomo,85
55,060,Kings,Curtis A. Sliwa,7
55,060,Kings,Eric L. Adams,0
55,060,Kings,Irene Estrada,1
55,060,Kings,Jim Walden,0
55,060,Kings,Joseph Hernandez,0
55,060,Kings,Zohran Kwame Mamdani,284
55,061,Kings,Andrew M. Cuomo,69
55,061,Kings,Curtis A. Sliwa,4
55,061,Kings,Eric L. Adams,1
55,061,Kings,Irene Estrada,0
55,061,Kings,Jim Walden,1
55,061,Kings,Joseph Hernandez,0
55,061,Kings,Zohran Kwame Mamdani,235
55,062,Kings,Andrew M. Cuomo,69
55,062,Kings,Curtis A. Sliwa,3
55,062,Kings,Eric L. Adams,3
55,062,Kings,Irene Estrada,1
55,062,Kings,Jim Walden,0
55,062,Kings,Joseph Hernandez,0
55,062,Kings,Zohran Kwame Mamdani,162
55,063,Kings,Andrew M. Cuomo,176
55,063,Kings,Curtis A. Sliwa,8
55,063,Kings,Eric L. Adams,2
55,063,Kings,Irene Estrada,2
55,063,Kings,Jim Walden,0
55,063,Kings,Joseph Hernandez,1
55,063,Kings,Zohran Kwame Mamdani,343
55,064,Kings,Andrew M. Cuomo,178
55,064,Kings,Curtis A. Sliwa,11
55,064,Kings,Eric L. Adams,2
55,064,Kings,Irene Estrada,1
55,064,Kings,Jim Walden,1
55,064,Kings,Joseph Hernandez,0
55,064,Kings,Zohran Kwame Mamdani,261
55,065,Kings,Andrew M. Cuomo,0
55,065,Kings,Curtis A. Sliwa,0
55,065,Kings,Eric L. Adams,0
55,065,Kings,Irene Estrada,0
55,065,Kings,Jim Walden,0
55,065,Kings,Joseph Hernandez,0
55,065,Kings,Zohran Kwame Mamdani,0
55,066,Kings,Andrew M. Cuomo,2
55,066,Kings,Curtis A. Sliwa,0
55,066,Kings,Eric L. Adams,0
55,066,Kings,Irene Estrada,0
55,066,Kings,Jim Walden,0
55,066,Kings,Joseph Hernandez,0
55,066,Kings,Zohran Kwame Mamdani,8
56,001,Kings,Andrew M. Cuomo,140
56,001,Kings,Curtis A. Sliwa,13
56,001,Kings,Eric L. Adams,2
56,001,Kings,Irene Estrada,1
56,001,Kings,Jim Walden,0
56,001,Kings,Joseph Hernandez,0
56,001,Kings,Zohran Kwame Mamdani,175
56,002,Kings,Andrew M. Cuomo,132
56,002,Kings,Curtis A. Sliwa,14
56,002,Kings,Eric L. Adams,1
56,002,Kings,Irene Estrada,0
56,002,Kings,Jim Walden,0
56,002,Kings,Joseph Hernandez,0
56,002,Kings,Zohran Kwame Mamdani,145
56,003,Kings,Andrew M. Cuomo,298
56,003,Kings,Curtis A. Sliwa,9
56,003,Kings,Eric L. Adams,17
56,003,Kings,Irene Estrada,0
56,003,Kings,Jim Walden,0
56,003,Kings,Joseph Hernandez,0
56,003,Kings,Zohran Kwame Mamdani,183
56,004,Kings,Andrew M. Cuomo,119
56,004,Kings,Curtis A. Sliwa,17
56,004,Kings,Eric L. Adams,3
56,004,Kings,Irene Estrada,0
56,004,Kings,Jim Walden,0
56,004,Kings,Joseph Hernandez,0
56,004,Kings,Zohran Kwame Mamdani,299
56,005,Kings,Andrew M. Cuomo,144
56,005,Kings,Curtis A. Sliwa,11
56,005,Kings,Eric L. Adams,3
56,005,Kings,Irene Estrada,0
56,005,Kings,Jim Walden,0
56,005,Kings,Joseph Hernandez,1
56,005,Kings,Zohran Kwame Mamdani,173
56,006,Kings,Andrew M. Cuomo,142
56,006,Kings,Curtis A. Sliwa,5
56,006,Kings,Eric L. Adams,3
56,006,Kings,Irene Estrada,1
56,006,Kings,Jim Walden,0
56,006,Kings,Joseph Hernandez,0
56,006,Kings,Zohran Kwame Mamdani,168
56,007,Kings,Andrew M. Cuomo,173
56,007,Kings,Curtis A. Sliwa,17
56,007,Kings,Eric L. Adams,6
56,007,Kings,Irene Estrada,0
56,007,Kings,Jim Walden,0
56,007,Kings,Joseph Hernandez,0
56,007,Kings,Zohran Kwame Mamdani,125
56,008,Kings,Andrew M. Cuomo,142
56,008,Kings,Curtis A. Sliwa,11
56,008,Kings,Eric L. Adams,4
56,008,Kings,Irene Estrada,0
56,008,Kings,Jim Walden,0
56,008,Kings,Joseph Hernandez,0
56,008,Kings,Zohran Kwame Mamdani,395
56,009,Kings,Andrew M. Cuomo,101
56,009,Kings,Curtis A. Sliwa,17
56,009,Kings,Eric L. Adams,2
56,009,Kings,Irene Estrada,2
56,009,Kings,Jim Walden,0
56,009,Kings,Joseph Hernandez,0
56,009,Kings,Zohran Kwame Mamdani,544
56,010,Kings,Andrew M. Cuomo,101
56,010,Kings,Curtis A. Sliwa,12
56,010,Kings,Eric L. Adams,4
56,010,Kings,Irene Estrada,0
56,010,Kings,Jim Walden,0
56,010,Kings,Joseph Hernandez,0
56,010,Kings,Zohran Kwame Mamdani,439
56,011,Kings,Andrew M. Cuomo,135
56,011,Kings,Curtis A. Sliwa,15
56,011,Kings,Eric L. Adams,9
56,011,Kings,Irene Estrada,1
56,011,Kings,Jim Walden,2
56,011,Kings,Joseph Hernandez,0
56,011,Kings,Zohran Kwame Mamdani,577
56,012,Kings,Andrew M. Cuomo,94
56,012,Kings,Curtis A. Sliwa,19
56,012,Kings,Eric L. Adams,0
56,012,Kings,Irene Estrada,0
56,012,Kings,Jim Walden,0
56,012,Kings,Joseph Hernandez,0
56,012,Kings,Zohran Kwame Mamdani,701
56,013,Kings,Andrew M. Cuomo,146
56,013,Kings,Curtis A. Sliwa,5
56,013,Kings,Eric L. Adams,0
56,013,Kings,Irene Estrada,0
56,013,Kings,Jim Walden,1
56,013,Kings,Joseph Hernandez,0
56,013,Kings,Zohran Kwame Mamdani,465
56,014,Kings,Andrew M. Cuomo,89
56,014,Kings,Curtis A. Sliwa,4
56,014,Kings,Eric L. Adams,0
56,014,Kings,Irene Estrada,0
56,014,Kings,Jim Walden,0
56,014,Kings,Joseph Hernandez,0
56,014,Kings,Zohran Kwame Mamdani,567
56,015,Kings,Andrew M. Cuomo,112
56,015,Kings,Curtis A. Sliwa,10
56,015,Kings,Eric L. Adams,5
56,015,Kings,Irene Estrada,0
56,015,Kings,Jim Walden,0
56,015,Kings,Joseph Hernandez,0
56,015,Kings,Zohran Kwame Mamdani,181
56,016,Kings,Andrew M. Cuomo,102
56,016,Kings,Curtis A. Sliwa,19
56,016,Kings,Eric L. Adams,1
56,016,Kings,Irene Estrada,1
56,016,Kings,Jim Walden,0
56,016,Kings,Joseph Hernandez,1
56,016,Kings,Zohran Kwame Mamdani,375
56,017,Kings,Andrew M. Cuomo,96
56,017,Kings,Curtis A. Sliwa,10
56,017,Kings,Eric L. Adams,2
56,017,Kings,Irene Estrada,1
56,017,Kings,Jim Walden,0
56,017,Kings,Joseph Hernandez,0
56,017,Kings,Zohran Kwame Mamdani,439
56,018,Kings,Andrew M. Cuomo,2
56,018,Kings,Curtis A. Sliwa,0
56,018,Kings,Eric L. Adams,0
56,018,Kings,Irene Estrada,0
56,018,Kings,Jim Walden,0
56,018,Kings,Joseph Hernandez,0
56,018,Kings,Zohran Kwame Mamdani,50
56,019,Kings,Andrew M. Cuomo,117
56,019,Kings,Curtis A. Sliwa,7
56,019,Kings,Eric L. Adams,2
56,019,Kings,Irene Estrada,0
56,019,Kings,Jim Walden,0
56,019,Kings,Joseph Hernandez,0
56,019,Kings,Zohran Kwame Mamdani,484
56,020,Kings,Andrew M. Cuomo,105
56,020,Kings,Curtis A. Sliwa,8
56,020,Kings,Eric L. Adams,2
56,020,Kings,Irene Estrada,1
56,020,Kings,Jim Walden,0
56,020,Kings,Joseph Hernandez,1
56,020,Kings,Zohran Kwame Mamdani,657
56,021,Kings,Andrew M. Cuomo,115
56,021,Kings,Curtis A. Sliwa,7
56,021,Kings,Eric L. Adams,5
56,021,Kings,Irene Estrada,2
56,021,Kings,Jim Walden,2
56,021,Kings,Joseph Hernandez,2
56,021,Kings,Zohran Kwame Mamdani,505
56,022,Kings,Andrew M. Cuomo,86
56,022,Kings,Curtis A. Sliwa,7
56,022,Kings,Eric L. Adams,1
56,022,Kings,Irene Estrada,0
56,022,Kings,Jim Walden,0
56,022,Kings,Joseph Hernandez,1
56,022,Kings,Zohran Kwame Mamdani,378
56,023,Kings,Andrew M. Cuomo,70
56,023,Kings,Curtis A. Sliwa,4
56,023,Kings,Eric L. Adams,1
56,023,Kings,Irene Estrada,1
56,023,Kings,Jim Walden,0
56,023,Kings,Joseph Hernandez,0
56,023,Kings,Zohran Kwame Mamdani,435
56,024,Kings,Andrew M. Cuomo,120
56,024,Kings,Curtis A. Sliwa,12
56,024,Kings,Eric L. Adams,3
56,024,Kings,Irene Estrada,3
56,024,Kings,Jim Walden,0
56,024,Kings,Joseph Hernandez,0
56,024,Kings,Zohran Kwame Mamdani,611
56,025,Kings,Andrew M. Cuomo,67
56,025,Kings,Curtis A. Sliwa,4
56,025,Kings,Eric L. Adams,5
56,025,Kings,Irene Estrada,0
56,025,Kings,Jim Walden,0
56,025,Kings,Joseph Hernandez,0
56,025,Kings,Zohran Kwame Mamdani,677
56,026,Kings,Andrew M. Cuomo,122
56,026,Kings,Curtis A. Sliwa,9
56,026,Kings,Eric L. Adams,5
56,026,Kings,Irene Estrada,0
56,026,Kings,Jim Walden,0
56,026,Kings,Joseph Hernandez,0
56,026,Kings,Zohran Kwame Mamdani,438
56,027,Kings,Andrew M. Cuomo,77
56,027,Kings,Curtis A. Sliwa,10
56,027,Kings,Eric L. Adams,2
56,027,Kings,Irene Estrada,1
56,027,Kings,Jim Walden,0
56,027,Kings,Joseph Hernandez,2
56,027,Kings,Zohran Kwame Mamdani,689
56,028,Kings,Andrew M. Cuomo,105
56,028,Kings,Curtis A. Sliwa,8
56,028,Kings,Eric L. Adams,7
56,028,Kings,Irene Estrada,1
56,028,Kings,Jim Walden,1
56,028,Kings,Joseph Hernandez,3
56,028,Kings,Zohran Kwame Mamdani,470
56,029,Kings,Andrew M. Cuomo,125
56,029,Kings,Curtis A. Sliwa,10
56,029,Kings,Eric L. Adams,3
56,029,Kings,Irene Estrada,3
56,029,Kings,Jim Walden,0
56,029,Kings,Joseph Hernandez,2
56,029,Kings,Zohran Kwame Mamdani,695
56,030,Kings,Andrew M. Cuomo,104
56,030,Kings,Curtis A. Sliwa,8
56,030,Kings,Eric L. Adams,1
56,030,Kings,Irene Estrada,1
56,030,Kings,Jim Walden,0
56,030,Kings,Joseph Hernandez,0
56,030,Kings,Zohran Kwame Mamdani,506
56,031,Kings,Andrew M. Cuomo,75
56,031,Kings,Curtis A. Sliwa,8
56,031,Kings,Eric L. Adams,5
56,031,Kings,Irene Estrada,0
56,031,Kings,Jim Walden,1
56,031,Kings,Joseph Hernandez,0
56,031,Kings,Zohran Kwame Mamdani,479
56,032,Kings,Andrew M. Cuomo,117
56,032,Kings,Curtis A. Sliwa,9
56,032,Kings,Eric L. Adams,0
56,032,Kings,Irene Estrada,1
56,032,Kings,Jim Walden,0
56,032,Kings,Joseph Hernandez,1
56,032,Kings,Zohran Kwame Mamdani,655
56,033,Kings,Andrew M. Cuomo,104
56,033,Kings,Curtis A. Sliwa,7
56,033,Kings,Eric L. Adams,0
56,033,Kings,Irene Estrada,1
56,033,Kings,Jim Walden,1
56,033,Kings,Joseph Hernandez,1
56,033,Kings,Zohran Kwame Mamdani,532
56,034,Kings,Andrew M. Cuomo,130
56,034,Kings,Curtis A. Sliwa,5
56,034,Kings,Eric L. Adams,7
56,034,Kings,Irene Estrada,1
56,034,Kings,Jim Walden,1
56,034,Kings,Joseph Hernandez,0
56,034,Kings,Zohran Kwame Mamdani,336
56,035,Kings,Andrew M. Cuomo,98
56,035,Kings,Curtis A. Sliwa,6
56,035,Kings,Eric L. Adams,2
56,035,Kings,Irene Estrada,1
56,035,Kings,Jim Walden,0
56,035,Kings,Joseph Hernandez,1
56,035,Kings,Zohran Kwame Mamdani,510
56,036,Kings,Andrew M. Cuomo,105
56,036,Kings,Curtis A. Sliwa,9
56,036,Kings,Eric L. Adams,0
56,036,Kings,Irene Estrada,0
56,036,Kings,Jim Walden,1
56,036,Kings,Joseph Hernandez,0
56,036,Kings,Zohran Kwame Mamdani,544
56,037,Kings,Andrew M. Cuomo,122
56,037,Kings,Curtis A. Sliwa,9
56,037,Kings,Eric L. Adams,1
56,037,Kings,Irene Estrada,2
56,037,Kings,Jim Walden,2
56,037,Kings,Joseph Hernandez,1
56,037,Kings,Zohran Kwame Mamdani,691
56,038,Kings,Andrew M. Cuomo,86
56,038,Kings,Curtis A. Sliwa,11
56,038,Kings,Eric L. Adams,3
56,038,Kings,Irene Estrada,0
56,038,Kings,Jim Walden,2
56,038,Kings,Joseph Hernandez,0
56,038,Kings,Zohran Kwame Mamdani,666
56,039,Kings,Andrew M. Cuomo,76
56,039,Kings,Curtis A. Sliwa,6
56,039,Kings,Eric L. Adams,3
56,039,Kings,Irene Estrada,1
56,039,Kings,Jim Walden,1
56,039,Kings,Joseph Hernandez,0
56,039,Kings,Zohran Kwame Mamdani,481
56,040,Kings,Andrew M. Cuomo,117
56,040,Kings,Curtis A. Sliwa,5
56,040,Kings,Eric L. Adams,4
56,040,Kings,Irene Estrada,1
56,040,Kings,Jim Walden,0
56,040,Kings,Joseph Hernandez,1
56,040,Kings,Zohran Kwame Mamdani,532
56,041,Kings,Andrew M. Cuomo,112
56,041,Kings,Curtis A. Sliwa,9
56,041,Kings,Eric L. Adams,5
56,041,Kings,Irene Estrada,0
56,041,Kings,Jim Walden,0
56,041,Kings,Joseph Hernandez,1
56,041,Kings,Zohran Kwame Mamdani,573
56,042,Kings,Andrew M. Cuomo,127
56,042,Kings,Curtis A. Sliwa,11
56,042,Kings,Eric L. Adams,4
56,042,Kings,Irene Estrada,0
56,042,Kings,Jim Walden,0
56,042,Kings,Joseph Hernandez,0
56,042,Kings,Zohran Kwame Mamdani,493
56,043,Kings,Andrew M. Cuomo,103
56,043,Kings,Curtis A. Sliwa,8
56,043,Kings,Eric L. Adams,2
56,043,Kings,Irene Estrada,0
56,043,Kings,Jim Walden,1
56,043,Kings,Joseph Hernandez,2
56,043,Kings,Zohran Kwame Mamdani,510
56,044,Kings,Andrew M. Cuomo,132
56,044,Kings,Curtis A. Sliwa,10
56,044,Kings,Eric L. Adams,0
56,044,Kings,Irene Estrada,0
56,044,Kings,Jim Walden,0
56,044,Kings,Joseph Hernandez,0
56,044,Kings,Zohran Kwame Mamdani,598
56,045,Kings,Andrew M. Cuomo,118
56,045,Kings,Curtis A. Sliwa,4
56,045,Kings,Eric L. Adams,5
56,045,Kings,Irene Estrada,0
56,045,Kings,Jim Walden,1
56,045,Kings,Joseph Hernandez,1
56,045,Kings,Zohran Kwame Mamdani,510
56,046,Kings,Andrew M. Cuomo,95
56,046,Kings,Curtis A. Sliwa,12
56,046,Kings,Eric L. Adams,0
56,046,Kings,Irene Estrada,0
56,046,Kings,Jim Walden,0
56,046,Kings,Joseph Hernandez,0
56,046,Kings,Zohran Kwame Mamdani,615
56,047,Kings,Andrew M. Cuomo,128
56,047,Kings,Curtis A. Sliwa,10
56,047,Kings,Eric L. Adams,6
56,047,Kings,Irene Estrada,2
56,047,Kings,Jim Walden,0
56,047,Kings,Joseph Hernandez,1
56,047,Kings,Zohran Kwame Mamdani,601
56,048,Kings,Andrew M. Cuomo,126
56,048,Kings,Curtis A. Sliwa,3
56,048,Kings,Eric L. Adams,5
56,048,Kings,Irene Estrada,2
56,048,Kings,Jim Walden,1
56,048,Kings,Joseph Hernandez,0
56,048,Kings,Zohran Kwame Mamdani,669
56,049,Kings,Andrew M. Cuomo,136
56,049,Kings,Curtis A. Sliwa,9
56,049,Kings,Eric L. Adams,1
56,049,Kings,Irene Estrada,2
56,049,Kings,Jim Walden,2
56,049,Kings,Joseph Hernandez,0
56,049,Kings,Zohran Kwame Mamdani,635
56,050,Kings,Andrew M. Cuomo,141
56,050,Kings,Curtis A. Sliwa,7
56,050,Kings,Eric L. Adams,2
56,050,Kings,Irene Estrada,0
56,050,Kings,Jim Walden,1
56,050,Kings,Joseph Hernandez,0
56,050,Kings,Zohran Kwame Mamdani,735
56,051,Kings,Andrew M. Cuomo,76
56,051,Kings,Curtis A. Sliwa,6
56,051,Kings,Eric L. Adams,1
56,051,Kings,Irene Estrada,1
56,051,Kings,Jim Walden,0
56,051,Kings,Joseph Hernandez,0
56,051,Kings,Zohran Kwame Mamdani,109
56,052,Kings,Andrew M. Cuomo,82
56,052,Kings,Curtis A. Sliwa,10
56,052,Kings,Eric L. Adams,5
56,052,Kings,Irene Estrada,0
56,052,Kings,Jim Walden,1
56,052,Kings,Joseph Hernandez,0
56,052,Kings,Zohran Kwame Mamdani,164
56,053,Kings,Andrew M. Cuomo,112
56,053,Kings,Curtis A. Sliwa,8
56,053,Kings,Eric L. Adams,3
56,053,Kings,Irene Estrada,2
56,053,Kings,Jim Walden,0
56,053,Kings,Joseph Hernandez,0
56,053,Kings,Zohran Kwame Mamdani,610
56,054,Kings,Andrew M. Cuomo,49
56,054,Kings,Curtis A. Sliwa,6
56,054,Kings,Eric L. Adams,1
56,054,Kings,Irene Estrada,0
56,054,Kings,Jim Walden,0
56,054,Kings,Joseph Hernandez,0
56,054,Kings,Zohran Kwame Mamdani,333
56,055,Kings,Andrew M. Cuomo,92
56,055,Kings,Curtis A. Sliwa,7
56,055,Kings,Eric L. Adams,6
56,055,Kings,Irene Estrada,1
56,055,Kings,Jim Walden,0
56,055,Kings,Joseph Hernandez,1
56,055,Kings,Zohran Kwame Mamdani,337
56,056,Kings,Andrew M. Cuomo,146
56,056,Kings,Curtis A. Sliwa,14
56,056,Kings,Eric L. Adams,4
56,056,Kings,Irene Estrada,1
56,056,Kings,Jim Walden,0
56,056,Kings,Joseph Hernandez,1
56,056,Kings,Zohran Kwame Mamdani,678
56,057,Kings,Andrew M. Cuomo,47
56,057,Kings,Curtis A. Sliwa,6
56,057,Kings,Eric L. Adams,1
56,057,Kings,Irene Estrada,0
56,057,Kings,Jim Walden,0
56,057,Kings,Joseph Hernandez,0
56,057,Kings,Zohran Kwame Mamdani,86
56,058,Kings,Andrew M. Cuomo,131
56,058,Kings,Curtis A. Sliwa,15
56,058,Kings,Eric L. Adams,1
56,058,Kings,Irene Estrada,0
56,058,Kings,Jim Walden,1
56,058,Kings,Joseph Hernandez,0
56,058,Kings,Zohran Kwame Mamdani,743
56,059,Kings,Andrew M. Cuomo,53
56,059,Kings,Curtis A. Sliwa,8
56,059,Kings,Eric L. Adams,1
56,059,Kings,Irene Estrada,0
56,059,Kings,Jim Walden,0
56,059,Kings,Joseph Hernandez,0
56,059,Kings,Zohran Kwame Mamdani,416
56,060,Kings,Andrew M. Cuomo,65
56,060,Kings,Curtis A. Sliwa,4
56,060,Kings,Eric L. Adams,1
56,060,Kings,Irene Estrada,0
56,060,Kings,Jim Walden,0
56,060,Kings,Joseph Hernandez,0
56,060,Kings,Zohran Kwame Mamdani,326
56,061,Kings,Andrew M. Cuomo,53
56,061,Kings,Curtis A. Sliwa,6
56,061,Kings,Eric L. Adams,3
56,061,Kings,Irene Estrada,0
56,061,Kings,Jim Walden,0
56,061,Kings,Joseph Hernandez,0
56,061,Kings,Zohran Kwame Mamdani,301
56,062,Kings,Andrew M. Cuomo,153
56,062,Kings,Curtis A. Sliwa,6
56,062,Kings,Eric L. Adams,2
56,062,Kings,Irene Estrada,0
56,062,Kings,Jim Walden,0
56,062,Kings,Joseph Hernandez,0
56,062,Kings,Zohran Kwame Mamdani,348
56,063,Kings,Andrew M. Cuomo,87
56,063,Kings,Curtis A. Sliwa,12
56,063,Kings,Eric L. Adams,2
56,063,Kings,Irene Estrada,1
56,063,Kings,Jim Walden,1
56,063,Kings,Joseph Hernandez,1
56,063,Kings,Zohran Kwame Mamdani,583
56,064,Kings,Andrew M. Cuomo,100
56,064,Kings,Curtis A. Sliwa,12
56,064,Kings,Eric L. Adams,1
56,064,Kings,Irene Estrada,1
56,064,Kings,Jim Walden,0
56,064,Kings,Joseph Hernandez,0
56,064,Kings,Zohran Kwame Mamdani,344
56,065,Kings,Andrew M. Cuomo,44
56,065,Kings,Curtis A. Sliwa,5
56,065,Kings,Eric L. Adams,1
56,065,Kings,Irene Estrada,0
56,065,Kings,Jim Walden,1
56,065,Kings,Joseph Hernandez,0
56,065,Kings,Zohran Kwame Mamdani,182
56,066,Kings,Andrew M. Cuomo,47
56,066,Kings,Curtis A. Sliwa,3
56,066,Kings,Eric L. Adams,4
56,066,Kings,Irene Estrada,1
56,066,Kings,Jim Walden,0
56,066,Kings,Joseph Hernandez,0
56,066,Kings,Zohran Kwame Mamdani,147
56,067,Kings,Andrew M. Cuomo,75
56,067,Kings,Curtis A. Sliwa,9
56,067,Kings,Eric L. Adams,2
56,067,Kings,Irene Estrada,1
56,067,Kings,Jim Walden,1
56,067,Kings,Joseph Hernandez,0
56,067,Kings,Zohran Kwame Mamdani,123
56,068,Kings,Andrew M. Cuomo,54
56,068,Kings,Curtis A. Sliwa,8
56,068,Kings,Eric L. Adams,1
56,068,Kings,Irene Estrada,1
56,068,Kings,Jim Walden,0
56,068,Kings,Joseph Hernandez,0
56,068,Kings,Zohran Kwame Mamdani,203
56,069,Kings,Andrew M. Cuomo,108
56,069,Kings,Curtis A. Sliwa,4
56,069,Kings,Eric L. Adams,1
56,069,Kings,Irene Estrada,0
56,069,Kings,Jim Walden,1
56,069,Kings,Joseph Hernandez,0
56,069,Kings,Zohran Kwame Mamdani,613
56,070,Kings,Andrew M. Cuomo,3
56,070,Kings,Curtis A. Sliwa,2
56,070,Kings,Eric L. Adams,0
56,070,Kings,Irene Estrada,0
56,070,Kings,Jim Walden,0
56,070,Kings,Joseph Hernandez,0
56,070,Kings,Zohran Kwame Mamdani,103
57,001,Kings,Andrew M. Cuomo,97
57,001,Kings,Curtis A. Sliwa,15
57,001,Kings,Eric L. Adams,2
57,001,Kings,Irene Estrada,0
57,001,Kings,Jim Walden,0
57,001,Kings,Joseph Hernandez,0
57,001,Kings,Zohran Kwame Mamdani,182
57,002,Kings,Andrew M. Cuomo,123
57,002,Kings,Curtis A. Sliwa,8
57,002,Kings,Eric L. Adams,4
57,002,Kings,Irene Estrada,2
57,002,Kings,Jim Walden,0
57,002,Kings,Joseph Hernandez,0
57,002,Kings,Zohran Kwame Mamdani,172
57,003,Kings,Andrew M. Cuomo,128
57,003,Kings,Curtis A. Sliwa,13
57,003,Kings,Eric L. Adams,5
57,003,Kings,Irene Estrada,2
57,003,Kings,Jim Walden,0
57,003,Kings,Joseph Hernandez,1
57,003,Kings,Zohran Kwame Mamdani,187
57,004,Kings,Andrew M. Cuomo,131
57,004,Kings,Curtis A. Sliwa,19
57,004,Kings,Eric L. Adams,10
57,004,Kings,Irene Estrada,1
57,004,Kings,Jim Walden,0
57,004,Kings,Joseph Hernandez,0
57,004,Kings,Zohran Kwame Mamdani,177
57,005,Kings,Andrew M. Cuomo,69
57,005,Kings,Curtis A. Sliwa,6
57,005,Kings,Eric L. Adams,2
57,005,Kings,Irene Estrada,0
57,005,Kings,Jim Walden,0
57,005,Kings,Joseph Hernandez,0
57,005,Kings,Zohran Kwame Mamdani,88
57,006,Kings,Andrew M. Cuomo,92
57,006,Kings,Curtis A. Sliwa,4
57,006,Kings,Eric L. Adams,1
57,006,Kings,Irene Estrada,2
57,006,Kings,Jim Walden,0
57,006,Kings,Joseph Hernandez,1
57,006,Kings,Zohran Kwame Mamdani,128
57,007,Kings,Andrew M. Cuomo,113
57,007,Kings,Curtis A. Sliwa,8
57,007,Kings,Eric L. Adams,3
57,007,Kings,Irene Estrada,2
57,007,Kings,Jim Walden,0
57,007,Kings,Joseph Hernandez,1
57,007,Kings,Zohran Kwame Mamdani,118
57,008,Kings,Andrew M. Cuomo,90
57,008,Kings,Curtis A. Sliwa,17
57,008,Kings,Eric L. Adams,6
57,008,Kings,Irene Estrada,0
57,008,Kings,Jim Walden,2
57,008,Kings,Joseph Hernandez,0
57,008,Kings,Zohran Kwame Mamdani,704
57,009,Kings,Andrew M. Cuomo,74
57,009,Kings,Curtis A. Sliwa,7
57,009,Kings,Eric L. Adams,0
57,009,Kings,Irene Estrada,0
57,009,Kings,Jim Walden,2
57,009,Kings,Joseph Hernandez,0
57,009,Kings,Zohran Kwame Mamdani,588
57,010,Kings,Andrew M. Cuomo,163
57,010,Kings,Curtis A. Sliwa,18
57,010,Kings,Eric L. Adams,1
57,010,Kings,Irene Estrada,2
57,010,Kings,Jim Walden,0
57,010,Kings,Joseph Hernandez,1
57,010,Kings,Zohran Kwame Mamdani,875
57,011,Kings,Andrew M. Cuomo,162
57,011,Kings,Curtis A. Sliwa,19
57,011,Kings,Eric L. Adams,1
57,011,Kings,Irene Estrada,0
57,011,Kings,Jim Walden,1
57,011,Kings,Joseph Hernandez,1
57,011,Kings,Zohran Kwame Mamdani,700
57,012,Kings,Andrew M. Cuomo,81
57,012,Kings,Curtis A. Sliwa,3
57,012,Kings,Eric L. Adams,1
57,012,Kings,Irene Estrada,0
57,012,Kings,Jim Walden,0
57,012,Kings,Joseph Hernandez,0
57,012,Kings,Zohran Kwame Mamdani,133
57,013,Kings,Andrew M. Cuomo,515
57,013,Kings,Curtis A. Sliwa,14
57,013,Kings,Eric L. Adams,14
57,013,Kings,Irene Estrada,1
57,013,Kings,Jim Walden,0
57,013,Kings,Joseph Hernandez,0
57,013,Kings,Zohran Kwame Mamdani,111
57,014,Kings,Andrew M. Cuomo,205
57,014,Kings,Curtis A. Sliwa,12
57,014,Kings,Eric L. Adams,3
57,014,Kings,Irene Estrada,0
57,014,Kings,Jim Walden,0
57,014,Kings,Joseph Hernandez,0
57,014,Kings,Zohran Kwame Mamdani,149
57,015,Kings,Andrew M. Cuomo,170
